id,text,authentic
61001010,"Wherefore the rather, brethren, give diligence to make your calling and election sure: for if ye do these things, ye shall never fall:",FALSE
61001011,For so an entrance shall be ministered unto you abundantly into the everlasting kingdom of our Lord and Saviour Jesus Christ.,FALSE
61001012,"Wherefore I will not be negligent to put you always in remembrance of these things, though ye know them, and be established in the present truth.",FALSE
61001013,"Yea, I think it meet, as long as I am in this tabernacle, to stir you up by putting you in remembrance;",FALSE
61001014,"Knowing that shortly I must put off this my tabernacle, even as our Lord Jesus Christ hath shewed me.",FALSE
61001015,Moreover I will endeavour that ye may be able after my decease to have these things always in remembrance.,FALSE
61001016,"For we have not followed cunningly devised fables, when we made known unto you the power and coming of our Lord Jesus Christ, but were eyewitnesses of his majesty.",FALSE
61001017,"For he received from God the Father honour and glory, when there came such a voice to him from the excellent glory, This is my beloved Son, in whom I am well pleased.",FALSE
61001018,"And this voice which came from heaven we heard, when we were with him in the holy mount.",FALSE
61001019,"We have also a more sure word of prophecy; whereunto ye do well that ye take heed, as unto a light that shineth in a dark place, until the day dawn, and the day star arise in your hearts:",FALSE
61001020,"Knowing this first, that no prophecy of the scripture is of any private interpretation.",FALSE
61001021,For the prophecy came not in old time by the will of man: but holy men of God spake as they were moved by the Holy Ghost.,FALSE
61002001,"But there were false prophets also among the people, even as there shall be false teachers among you, who privily shall bring in damnable heresies, even denying the Lord that bought them, and bring upon themselves swift destruction.",FALSE
61002002,And many shall follow their pernicious ways; by reason of whom the way of truth shall be evil spoken of.,FALSE
61002003,"And through covetousness shall they with feigned words make merchandise of you: whose judgment now of a long time lingereth not, and their damnation slumbereth not.",FALSE
61002004,"For if God spared not the angels that sinned, but cast them down to hell, and delivered them into chains of darkness, to be reserved unto judgment;",FALSE
61002005,"And spared not the old world, but saved Noah the eighth person, a preacher of righteousness, bringing in the flood upon the world of the ungodly;",FALSE
61002006,"And turning the cities of Sodom and Gomorrha into ashes condemned them with an overthrow, making them an ensample unto those that after should live ungodly;",FALSE
61002007,"And delivered just Lot, vexed with the filthy conversation of the wicked:",FALSE
61002008,"(For that righteous man dwelling among them, in seeing and hearing, vexed his righteous soul from day to day with their unlawful deeds;)",FALSE
61002009,"The Lord knoweth how to deliver the godly out of temptations, and to reserve the unjust unto the day of judgment to be punished:",FALSE
61002010,"But chiefly them that walk after the flesh in the lust of uncleanness, and despise government. Presumptuous are they, selfwilled, they are not afraid to speak evil of dignities.",FALSE
61002011,"Whereas angels, which are greater in power and might, bring not railing accusation against them before the Lord.",FALSE
61002012,"But these, as natural brute beasts, made to be taken and destroyed, speak evil of the things that they understand not; and shall utterly perish in their own corruption;",FALSE
61002013,"And shall receive the reward of unrighteousness, as they that count it pleasure to riot in the day time. Spots they are and blemishes, sporting themselves with their own deceivings while they feast with you;",FALSE
61002014,"Having eyes full of adultery, and that cannot cease from sin; beguiling unstable souls: an heart they have exercised with covetous practices; cursed children:",FALSE
61002015,"Which have forsaken the right way, and are gone astray, following the way of Balaam the son of Bosor, who loved the wages of unrighteousness;",FALSE
61002016,But was rebuked for his iniquity: the dumb ass speaking with man's voice forbad the madness of the prophet.,FALSE
61002017,"These are wells without water, clouds that are carried with a tempest; to whom the mist of darkness is reserved for ever.",FALSE
61002018,"For when they speak great swelling words of vanity, they allure through the lusts of the flesh, through much wantonness, those that were clean escaped from them who live in error.",FALSE
61002019,"While they promise them liberty, they themselves are the servants of corruption: for of whom a man is overcome, of the same is he brought in bondage.",FALSE
61002020,"For if after they have escaped the pollutions of the world through the knowledge of the Lord and Saviour Jesus Christ, they are again entangled therein, and overcome, the latter end is worse with them than the beginning.",FALSE
61002021,"For it had been better for them not to have known the way of righteousness, than, after they have known it, to turn from the holy commandment delivered unto them.",FALSE
61002022,"But it is happened unto them according to the true proverb, The dog is turned to his own vomit again; and the sow that was washed to her wallowing in the mire.",FALSE
61003001,"This second epistle, beloved, I now write unto you; in both which I stir up your pure minds by way of remembrance:",FALSE
61003002,"That ye may be mindful of the words which were spoken before by the holy prophets, and of the commandment of us the apostles of the Lord and Saviour:",FALSE
61003003,"Knowing this first, that there shall come in the last days scoffers, walking after their own lusts,",FALSE
61003004,"And saying, Where is the promise of his coming? for since the fathers fell asleep, all things continue as they were from the beginning of the creation.",FALSE
61003005,"For this they willingly are ignorant of, that by the word of God the heavens were of old, and the earth standing out of the water and in the water:",FALSE
61003006,"Whereby the world that then was, being overflowed with water, perished:",FALSE
61003007,"But the heavens and the earth, which are now, by the same word are kept in store, reserved unto fire against the day of judgment and perdition of ungodly men.",FALSE
61003008,"But, beloved, be not ignorant of this one thing, that one day is with the Lord as a thousand years, and a thousand years as one day.",FALSE
61003009,"The Lord is not slack concerning his promise, as some men count slackness; but is longsuffering to us-ward, not willing that any should perish, but that all should come to repentance.",FALSE
61003010,"But the day of the Lord will come as a thief in the night; in the which the heavens shall pass away with a great noise, and the elements shall melt with fervent heat, the earth also and the works that are therein shall be burned up.",FALSE
61003011,"Seeing then that all these things shall be dissolved, what manner of persons ought ye to be in all holy conversation and godliness,",FALSE
61003012,"Looking for and hasting unto the coming of the day of God, wherein the heavens being on fire shall be dissolved, and the elements shall melt with fervent heat?",FALSE
61003013,"Nevertheless we, according to his promise, look for new heavens and a new earth, wherein dwelleth righteousness.",FALSE
61003014,"Wherefore, beloved, seeing that ye look for such things, be diligent that ye may be found of him in peace, without spot, and blameless.",FALSE
61003015,And account that the longsuffering of our Lord is salvation; even as our beloved brother Paul also according to the wisdom given unto him hath written unto you;,FALSE
61003016,"As also in all his epistles, speaking in them of these things; in which are some things hard to be understood, which they that are unlearned and unstable wrest, as they do also the other scriptures, unto their own destruction.",FALSE
61003017,"Ye therefore, beloved, seeing ye know these things before, beware lest ye also, being led away with the error of the wicked, fall from your own stedfastness.",FALSE
61003018,"But grow in grace, and in the knowledge of our Lord and Saviour Jesus Christ. To him be glory both now and for ever. Amen.",FALSE
62001001,"That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon, and our hands have handled, of the Word of life;",FALSE
62001002,"(For the life was manifested, and we have seen it, and bear witness, and shew unto you that eternal life, which was with the Father, and was manifested unto us;)",FALSE
62001003,"That which we have seen and heard declare we unto you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ.",FALSE
62001004,"And these things write we unto you, that your joy may be full.",FALSE
62001005,"This then is the message which we have heard of him, and declare unto you, that God is light, and in him is no darkness at all.",FALSE
62001006,"If we say that we have fellowship with him, and walk in darkness, we lie, and do not the truth:",FALSE
62001007,"But if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin.",FALSE
62001008,"If we say that we have no sin, we deceive ourselves, and the truth is not in us.",FALSE
62001009,"If we confess our sins, he is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness.",FALSE
62001010,"If we say that we have not sinned, we make him a liar, and his word is not in us.",FALSE
62002001,"My little children, these things write I unto you, that ye sin not. And if any man sin, we have an advocate with the Father, Jesus Christ the righteous:",FALSE
62002002,"And he is the propitiation for our sins: and not for our's only, but also for the sins of the whole world.",FALSE
62002003,"And hereby we do know that we know him, if we keep his commandments.",FALSE
62002004,"He that saith, I know him, and keepeth not his commandments, is a liar, and the truth is not in him.",FALSE
62002005,"But whoso keepeth his word, in him verily is the love of God perfected: hereby know we that we are in him.",FALSE
62002006,"He that saith he abideth in him ought himself also so to walk, even as he walked.",FALSE
62002007,"Brethren, I write no new commandment unto you, but an old commandment which ye had from the beginning. The old commandment is the word which ye have heard from the beginning.",FALSE
62002008,"Again, a new commandment I write unto you, which thing is true in him and in you: because the darkness is past, and the true light now shineth.",FALSE
62002009,"He that saith he is in the light, and hateth his brother, is in darkness even until now.",FALSE
62002010,"He that loveth his brother abideth in the light, and there is none occasion of stumbling in him.",FALSE
62002011,"But he that hateth his brother is in darkness, and walketh in darkness, and knoweth not whither he goeth, because that darkness hath blinded his eyes.",FALSE
62002012,"I write unto you, little children, because your sins are forgiven you for his name's sake.",FALSE
62002013,"I write unto you, fathers, because ye have known him that is from the beginning. I write unto you, young men, because ye have overcome the wicked one. I write unto you, little children, because ye have known the Father.",FALSE
62002014,"I have written unto you, fathers, because ye have known him that is from the beginning. I have written unto you, young men, because ye are strong, and the word of God abideth in you, and ye have overcome the wicked one.",FALSE
62002015,"Love not the world, neither the things that are in the world. If any man love the world, the love of the Father is not in him.",FALSE
62002016,"For all that is in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not of the Father, but is of the world.",FALSE
62002017,"And the world passeth away, and the lust thereof: but he that doeth the will of God abideth for ever.",FALSE
62002018,"Little children, it is the last time: and as ye have heard that antichrist shall come, even now are there many antichrists; whereby we know that it is the last time.",FALSE
62002019,"They went out from us, but they were not of us; for if they had been of us, they would no doubt have continued with us: but they went out, that they might be made manifest that they were not all of us.",FALSE
62002020,"But ye have an unction from the Holy One, and ye know all things.",FALSE
62002021,"I have not written unto you because ye know not the truth, but because ye know it, and that no lie is of the truth.",FALSE
62002022,"Who is a liar but he that denieth that Jesus is the Christ? He is antichrist, that denieth the Father and the Son.",FALSE
62002023,"Whosoever denieth the Son, the same hath not the Father: he that acknowledgeth the Son hath the Father also.",FALSE
62002024,"Let that therefore abide in you, which ye have heard from the beginning. If that which ye have heard from the beginning shall remain in you, ye also shall continue in the Son, and in the Father.",FALSE
62002025,"And this is the promise that he hath promised us, even eternal life.",FALSE
62002026,These things have I written unto you concerning them that seduce you.,FALSE
62002027,"But the anointing which ye have received of him abideth in you, and ye need not that any man teach you: but as the same anointing teacheth you of all things, and is truth, and is no lie, and even as it hath taught you, ye shall abide in him.",FALSE
62002028,"And now, little children, abide in him; that, when he shall appear, we may have confidence, and not be ashamed before him at his coming.",FALSE
62002029,"If ye know that he is righteous, ye know that every one that doeth righteousness is born of him.",FALSE
62003001,"Behold, what manner of love the Father hath bestowed upon us, that we should be called the sons of God: therefore the world knoweth us not, because it knew him not.",FALSE
62003002,"Beloved, now are we the sons of God, and it doth not yet appear what we shall be: but we know that, when he shall appear, we shall be like him; for we shall see him as he is.",FALSE
62003003,"And every man that hath this hope in him purifieth himself, even as he is pure.",FALSE
62003004,Whosoever committeth sin transgresseth also the law: for sin is the transgression of the law.,FALSE
62003005,And ye know that he was manifested to take away our sins; and in him is no sin.,FALSE
62003006,"Whosoever abideth in him sinneth not: whosoever sinneth hath not seen him, neither known him.",FALSE
62003007,"Little children, let no man deceive you: he that doeth righteousness is righteous, even as he is righteous.",FALSE
62003008,"He that committeth sin is of the devil; for the devil sinneth from the beginning. For this purpose the Son of God was manifested, that he might destroy the works of the devil.",FALSE
62003009,"Whosoever is born of God doth not commit sin; for his seed remaineth in him: and he cannot sin, because he is born of God.",FALSE
62003010,"In this the children of God are manifest, and the children of the devil: whosoever doeth not righteousness is not of God, neither he that loveth not his brother.",FALSE
62003011,"For this is the message that ye heard from the beginning, that we should love one another.",FALSE
62003012,"Not as Cain, who was of that wicked one, and slew his brother. And wherefore slew he him? Because his own works were evil, and his brother's righteous.",FALSE
62003013,"Marvel not, my brethren, if the world hate you.",FALSE
62003014,"We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death.",FALSE
62003015,Whosoever hateth his brother is a murderer: and ye know that no murderer hath eternal life abiding in him.,FALSE
62003016,"Hereby perceive we the love of God, because he laid down his life for us: and we ought to lay down our lives for the brethren.",FALSE
62003017,"But whoso hath this world's good, and seeth his brother have need, and shutteth up his bowels of compassion from him, how dwelleth the love of God in him?",FALSE
62003018,"My little children, let us not love in word, neither in tongue; but in deed and in truth.",FALSE
62003019,"And hereby we know that we are of the truth, and shall assure our hearts before him.",FALSE
62003020,"For if our heart condemn us, God is greater than our heart, and knoweth all things.",FALSE
62003021,"Beloved, if our heart condemn us not, then have we confidence toward God.",FALSE
62003022,"And whatsoever we ask, we receive of him, because we keep his commandments, and do those things that are pleasing in his sight.",FALSE
62003023,"And this is his commandment, That we should believe on the name of his Son Jesus Christ, and love one another, as he gave us commandment.",FALSE
62003024,"And he that keepeth his commandments dwelleth in him, and he in him. And hereby we know that he abideth in us, by the Spirit which he hath given us.",FALSE
62004001,"Beloved, believe not every spirit, but try the spirits whether they are of God: because many false prophets are gone out into the world.",FALSE
62004002,Hereby know ye the Spirit of God: Every spirit that confesseth that Jesus Christ is come in the flesh is of God:,FALSE
62004003,"And every spirit that confesseth not that Jesus Christ is come in the flesh is not of God: and this is that spirit of antichrist, whereof ye have heard that it should come; and even now already is it in the world.",FALSE
62004004,"Ye are of God, little children, and have overcome them: because greater is he that is in you, than he that is in the world.",FALSE
62004005,"They are of the world: therefore speak they of the world, and the world heareth them.",FALSE
62004006,"We are of God: he that knoweth God heareth us; he that is not of God heareth not us. Hereby know we the spirit of truth, and the spirit of error.",FALSE
62004007,"Beloved, let us love one another: for love is of God; and every one that loveth is born of God, and knoweth God.",FALSE
62004008,He that loveth not knoweth not God; for God is love.,FALSE
62004009,"In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that we might live through him.",FALSE
62004010,"Herein is love, not that we loved God, but that he loved us, and sent his Son to be the propitiation for our sins.",FALSE
62004011,"Beloved, if God so loved us, we ought also to love one another.",FALSE
62004012,"No man hath seen God at any time. If we love one another, God dwelleth in us, and his love is perfected in us.",FALSE
62004013,"Hereby know we that we dwell in him, and he in us, because he hath given us of his Spirit.",FALSE
62004014,And we have seen and do testify that the Father sent the Son to be the Saviour of the world.,FALSE
62004015,"Whosoever shall confess that Jesus is the Son of God, God dwelleth in him, and he in God.",FALSE
62004016,"And we have known and believed the love that God hath to us. God is love; and he that dwelleth in love dwelleth in God, and God in him.",FALSE
62004017,"Herein is our love made perfect, that we may have boldness in the day of judgment: because as he is, so are we in this world.",FALSE
62004018,There is no fear in love; but perfect love casteth out fear: because fear hath torment. He that feareth is not made perfect in love.,FALSE
62004019,"We love him, because he first loved us.",FALSE
62004020,"If a man say, I love God, and hateth his brother, he is a liar: for he that loveth not his brother whom he hath seen, how can he love God whom he hath not seen?",FALSE
62004021,"And this commandment have we from him, That he who loveth God love his brother also.",FALSE
62005001,Whosoever believeth that Jesus is the Christ is born of God: and every one that loveth him that begat loveth him also that is begotten of him.,FALSE
62005002,"By this we know that we love the children of God, when we love God, and keep his commandments.",FALSE
62005003,"For this is the love of God, that we keep his commandments: and his commandments are not grievous.",FALSE
62005004,"For whatsoever is born of God overcometh the world: and this is the victory that overcometh the world, even our faith.",FALSE
62005005,"Who is he that overcometh the world, but he that believeth that Jesus is the Son of God?",FALSE
62005006,"This is he that came by water and blood, even Jesus Christ; not by water only, but by water and blood. And it is the Spirit that beareth witness, because the Spirit is truth.",FALSE
62005007,"For there are three that bear record in heaven, the Father, the Word, and the Holy Ghost: and these three are one.",FALSE
62005008,"And there are three that bear witness in earth, the Spirit, and the water, and the blood: and these three agree in one.",FALSE
62005009,"If we receive the witness of men, the witness of God is greater: for this is the witness of God which he hath testified of his Son.",FALSE
62005010,He that believeth on the Son of God hath the witness in himself: he that believeth not God hath made him a liar; because he believeth not the record that God gave of his Son.,FALSE
62005011,"And this is the record, that God hath given to us eternal life, and this life is in his Son.",FALSE
62005012,He that hath the Son hath life; and he that hath not the Son of God hath not life.,FALSE
62005013,"These things have I written unto you that believe on the name of the Son of God; that ye may know that ye have eternal life, and that ye may believe on the name of the Son of God.",FALSE
62005014,"And this is the confidence that we have in him, that, if we ask any thing according to his will, he heareth us:",FALSE
62005015,"And if we know that he hear us, whatsoever we ask, we know that we have the petitions that we desired of him.",FALSE
62005016,"If any man see his brother sin a sin which is not unto death, he shall ask, and he shall give him life for them that sin not unto death. There is a sin unto death: I do not say that he shall pray for it.",FALSE
62005017,All unrighteousness is sin: and there is a sin not unto death.,FALSE
62005018,"We know that whosoever is born of God sinneth not; but he that is begotten of God keepeth himself, and that wicked one toucheth him not.",FALSE
62005019,"And we know that we are of God, and the whole world lieth in wickedness.",FALSE
62005020,"And we know that the Son of God is come, and hath given us an understanding, that we may know him that is true, and we are in him that is true, even in his Son Jesus Christ. This is the true God, and eternal life.",FALSE
62005021,"Little children, keep yourselves from idols. Amen.",FALSE
63001001,"The elder unto the elect lady and her children, whom I love in the truth; and not I only, but also all they that have known the truth;",FALSE
63001002,"For the truth's sake, which dwelleth in us, and shall be with us for ever.",FALSE
63001003,"Grace be with you, mercy, and peace, from God the Father, and from the Lord Jesus Christ, the Son of the Father, in truth and love.",FALSE
63001004,"I rejoiced greatly that I found of thy children walking in truth, as we have received a commandment from the Father.",FALSE
63001005,"And now I beseech thee, lady, not as though I wrote a new commandment unto thee, but that which we had from the beginning, that we love one another.",FALSE
63001006,"And this is love, that we walk after his commandments. This is the commandment, That, as ye have heard from the beginning, ye should walk in it.",FALSE
63001007,"For many deceivers are entered into the world, who confess not that Jesus Christ is come in the flesh. This is a deceiver and an antichrist.",FALSE
63001008,"Look to yourselves, that we lose not those things which we have wrought, but that we receive a full reward.",FALSE
63001009,"Whosoever transgresseth, and abideth not in the doctrine of Christ, hath not God. He that abideth in the doctrine of Christ, he hath both the Father and the Son.",FALSE
63001010,"If there come any unto you, and bring not this doctrine, receive him not into your house, neither bid him God speed:",FALSE
63001011,For he that biddeth him God speed is partaker of his evil deeds.,FALSE
63001012,"Having many things to write unto you, I would not write with paper and ink: but I trust to come unto you, and speak face to face, that our joy may be full.",FALSE
63001013,The children of thy elect sister greet thee. Amen.,FALSE
64001001,"The elder unto the wellbeloved Gaius, whom I love in the truth.",FALSE
64001002,"Beloved, I wish above all things that thou mayest prosper and be in health, even as thy soul prospereth.",FALSE
64001003,"For I rejoiced greatly, when the brethren came and testified of the truth that is in thee, even as thou walkest in the truth.",FALSE
64001004,I have no greater joy than to hear that my children walk in truth.,FALSE
64001005,"Beloved, thou doest faithfully whatsoever thou doest to the brethren, and to strangers;",FALSE
64001006,"Which have borne witness of thy charity before the church: whom if thou bring forward on their journey after a godly sort, thou shalt do well:",FALSE
64001007,"Because that for his name's sake they went forth, taking nothing of the Gentiles.",FALSE
64001008,"We therefore ought to receive such, that we might be fellowhelpers to the truth.",FALSE
64001009,"I wrote unto the church: but Diotrephes, who loveth to have the preeminence among them, receiveth us not.",FALSE
64001010,"Wherefore, if I come, I will remember his deeds which he doeth, prating against us with malicious words: and not content therewith, neither doth he himself receive the brethren, and forbiddeth them that would, and casteth them out of the church.",FALSE
64001011,"Beloved, follow not that which is evil, but that which is good. He that doeth good is of God: but he that doeth evil hath not seen God.",FALSE
64001012,"Demetrius hath good report of all men, and of the truth itself: yea, and we also bear record; and ye know that our record is true.",FALSE
64001013,"I had many things to write, but I will not with ink and pen write unto thee:",FALSE
64001014,"But I trust I shall shortly see thee, and we shall speak face to face. Peace be to thee. Our friends salute thee. Greet the friends by name.",FALSE
64001015,[],FALSE
65001001,"Jude, the servant of Jesus Christ, and brother of James, to them that are sanctified by God the Father, and preserved in Jesus Christ, and called:",FALSE
65001002,"Mercy unto you, and peace, and love, be multiplied.",FALSE
65001003,"Beloved, when I gave all diligence to write unto you of the common salvation, it was needful for me to write unto you, and exhort you that ye should earnestly contend for the faith which was once delivered unto the saints.",FALSE
65001004,"For there are certain men crept in unawares, who were before of old ordained to this condemnation, ungodly men, turning the grace of our God into lasciviousness, and denying the only Lord God, and our Lord Jesus Christ.",FALSE
65001005,"I will therefore put you in remembrance, though ye once knew this, how that the Lord, having saved the people out of the land of Egypt, afterward destroyed them that believed not.",FALSE
65001006,"And the angels which kept not their first estate, but left their own habitation, he hath reserved in everlasting chains under darkness unto the judgment of the great day.",FALSE
65001007,"Even as Sodom and Gomorrha, and the cities about them in like manner, giving themselves over to fornication, and going after strange flesh, are set forth for an example, suffering the vengeance of eternal fire.",FALSE
65001008,"Likewise also these filthy dreamers defile the flesh, despise dominion, and speak evil of dignities.",FALSE
65001009,"Yet Michael the archangel, when contending with the devil he disputed about the body of Moses, durst not bring against him a railing accusation, but said, The Lord rebuke thee.",FALSE
65001010,"But these speak evil of those things which they know not: but what they know naturally, as brute beasts, in those things they corrupt themselves.",FALSE
65001011,"Woe unto them! for they have gone in the way of Cain, and ran greedily after the error of Balaam for reward, and perished in the gainsaying of Core.",FALSE
65001012,"These are spots in your feasts of charity, when they feast with you, feeding themselves without fear: clouds they are without water, carried about of winds; trees whose fruit withereth, without fruit, twice dead, plucked up by the roots;",FALSE
65001013,"Raging waves of the sea, foaming out their own shame; wandering stars, to whom is reserved the blackness of darkness for ever.",FALSE
65001014,"And Enoch also, the seventh from Adam, prophesied of these, saying, Behold, the Lord cometh with ten thousands of his saints,",FALSE
65001015,"To execute judgment upon all, and to convince all that are ungodly among them of all their ungodly deeds which they have ungodly committed, and of all their hard speeches which ungodly sinners have spoken against him.",FALSE
65001016,"These are murmurers, complainers, walking after their own lusts; and their mouth speaketh great swelling words, having men's persons in admiration because of advantage.",FALSE
65001017,"But, beloved, remember ye the words which were spoken before of the apostles of our Lord Jesus Christ;",FALSE
65001018,"How that they told you there should be mockers in the last time, who should walk after their own ungodly lusts.",FALSE
65001019,"These be they who separate themselves, sensual, having not the Spirit.",FALSE
65001020,"But ye, beloved, building up yourselves on your most holy faith, praying in the Holy Ghost,",FALSE
65001021,"Keep yourselves in the love of God, looking for the mercy of our Lord Jesus Christ unto eternal life.",FALSE
65001022,"And of some have compassion, making a difference:",FALSE
65001023,"And others save with fear, pulling them out of the fire; hating even the garment spotted by the flesh.",FALSE
65001024,"Now unto him that is able to keep you from falling, and to present you faultless before the presence of his glory with exceeding joy,",FALSE
65001025,"To the only wise God our Saviour, be glory and majesty, dominion and power, both now and ever. Amen.",FALSE